sgRNA	Gene	M07e-J4-1	M07e-J4-2	M07e-J4-3	M07e-J11-1	M07e-J11-2	M07e-J11-3	M07e-J18-1	M07e-J18-2	M07e-J18-3	M07e-J25-1	M07e-J25-2	M07e-J25-3
HDAC7.2346	HDAC7	1218.5901238895708	1116.3881918163615	1421.7447406347528	1053.800993642817	923.3527363417226	1138.143461608	962.5677676080821	1016.9424566678975	938.4046794252803	562.437708644159	665.700759306945	863.1101247645477
KDM1B.1308	KDM1B	1260.1775524575987	1361.2465684600988	1185.7021775177861	1311.4851611449096	1282.0427730206954	994.2588478535796	1342.1719576507062	1284.2157946383065	1220.057696812391	1239.1736236727447	966.28711442959	1181.0419136147766
RUVBL2.41	RUVBL2	608.9027277130116	479.75641254264457	620.2978984236566	512.1870489856409	450.3204608960903	518.9546181479659	510.65801755733935	524.1164968980703	779.1522723979887	148.24816867683066	178.06474298026257	447.0248977457917
SRSF3.2432	SRSF3	609.6873961765593	467.3059866116071	580.7744925063971	689.5437445194885	689.1860966757556	375.07000439354545	1095.8811438730513	470.6618293039885	522.5058313209485	791.0341214130124	690.2050817354215	490.7671908426353
GTF3C4.1886	GTF3C4	472.3704150557126	614.2210125978495	720.204285603396	403.22800285049675	541.9508851132078	549.6715581629545	323.1154712862811	491.5221873894838	404.0536277469299	149.37983408657746	423.92477801264346	252.85179180370557
ZBTB16.2179	ZBTB16	2474.844334029431	2444.4336244603605	2334.0766938914935	1387.836025589974	1729.2305698409868	1760.565667174875	1111.6979851248273	1186.4328661125471	1375.361697053882	596.387670936563	381.45061913661755	600.6563661834862
PAXIP1.2507	PAXIP1	717.1869756825936	916.3513485243592	1170.3319641055184	921.7776238732264	837.9876402762028	1049.226003669875	849.5903300953964	735.3276225137106	673.8614247766388	401.7412204601136	450.8795326839676	461.96129051056755
PARP10.3455	PARP10	579.8699945617469	527.8980594759895	503.9234254450591	537.6373371339957	621.8338190460795	714.5730256118409	716.2769538304274	578.8749368724956	440.9054244144024	699.3692232235217	380.6338083890016	312.597362862809
ZFP57.728	ZFP57	458.2463827118541	342.80172730123223	644.4510909286486	597.2864499817023	597.5556724586381	457.5207381179886	466.59681692739196	379.3977626799464	846.2751877565992	569.2277011026398	765.3516705160827	598.5225957885182
NAT6.150	NAT6	798.0078274280062	571.889564432322	576.3830029600349	641.8244542413232	492.6114259193753	481.77095391929544	862.0178482217918	651.8861901717293	310.608000482982	410.794543738088	667.3343808021767	592.1212846036143
L3MBTL2.668	L3MBTL2	652.0594932081349	517.9377187311595	499.53193589869693	285.5204201643557	133.1382232214528	258.6689685472727	175.11502814466283	56.06221235476871	94.76176285921484	116.56153720392028	13.068971961854134	90.68524178613913
SIRT3.2279	SIRT3	1857.310253217395	1857.6035489107935	1820.2724169671196	1778.3388843662935	1741.7612261441823	1779.9658398159204	1898.0209502131197	1724.8908591943955	2099.236274450662	1751.8180542880446	1826.3888316691152	2127.3690837830754
ERCC5.2909	ERCC5	1766.2887114458622	1683.2975858762686	2121.089450892928	1995.4616551319455	1798.1491795085624	1736.315451373568	2042.6320702293574	2016.9358723913301	2578.3096311278036	2061.8943765586673	1909.7035279259353	2653.343486142682
USP13.462	USP13	1139.3386090712536	921.3315188967742	806.9362041440488	1025.1694194759177	1209.208333258371	1055.692727883557	1191.9119657588342	1449.7948869419258	1067.385967761434	1188.2486802341389	1395.9295676755446	1113.8281461732852
Luc.1309	Luciferase	1394.3558597242547	1084.0170843956641	1173.62558126529	988.5846302626578	874.7964431668398	1076.7095815780228	1147.8507651288867	1046.9292214157972	980.5210184738202	1389.685123169069	1035.71602797694	1266.3927294134958
HR.2787	HR	1866.7262747799673	1973.8075242671432	1775.2596491169074	2044.771588419383	1864.7182911192888	1796.132650350125	2301.3504021334074	1591.9060763993627	1672.8083415841952	1423.635085461473	1351.821787304287	1099.9586386059934
MBD2.752	MBD2	664.614188624898	399.2436581886022	454.51916804848463	414.362503915402	336.76138814838055	268.36905486779546	434.96313442383996	306.3865093807127	622.5321365612308	230.85974358834696	249.9440887704603	246.4504806188016
FOXP2.805	FOXP2	437.845002659614	380.1530050943447	297.52341676603703	439.81279206375683	544.300383170057	497.9377644535	428.18448817307876	477.1806912057058	421.1633904853993	390.4245663626456	506.42266352184765	372.3429339219124
MLLT10.487	MLLT10	749.3583826880491	770.2663509335193	828.8936518758597	857.3565819977032	720.5127374337445	687.0894477036932	811.1780013410832	826.5916891377526	615.9514585848964	992.4705643479426	1118.2139134861443	892.9829102940994
PKN1.1907	PKN1	455.89237732121103	400.90371497940714	410.60427258486294	744.4209283393786	635.9308073871745	295.85263277594316	789.712288213673	1046.9292214157972	405.3697633421968	759.347489940102	1213.7807709572025	873.7789767393875
BRD2.475	BRD2	627.7347708381564	536.1983434300146	645.5489633152391	454.12857914720644	680.5712704673086	575.5384550176818	511.78779193246623	727.5049882316498	425.1117972711999	528.487746351755	505.6058527742318	428.88784938856384
TDRD7.2485	TDRD7	820.7632128708893	812.5977990990468	671.8979005934121	834.2922583632567	830.9391461056554	742.0566035199886	1032.6137788659473	967.3991062148461	706.7648146583107	894.0156736999711	893.5909578917764	714.8130823142731
PBK.1358	PBK	826.2558921157232	839.1587077519267	1120.927706708944	1169.1226118150498	1001.6693382366948	834.2074235649545	1167.0569295060432	777.0483386847012	1341.1421715769434	1257.2802702286936	1602.582686822363	1513.9100952297813
PRDM16.123	PRDM16	581.4393314888423	653.232347181767	763.0213086804272	501.0525479207356	397.8483376264589	345.9697454319773	270.0160756553188	495.4335045305142	230.32372917170272	235.38640522733417	281.79970792747974	210.17638390434598
FOXP2.932	FOXP2	1417.111245167138	1375.3570511819414	1286.706437084116	1103.9062484348906	1137.9402255339464	1448.5462238647274	1411.0881945334443	793.9973796291662	1108.1861712147067	798.95577928124	699.1899999591961	722.281278696661
CD44.640	CD44	1543.4428677983167	1566.2635821245162	1619.3617702210504	1329.7775557515397	1104.2640867191085	1045.992641563034	1548.9206682989209	1348.100641275136	1389.8391886018176	1243.700285311732	886.2396611632334	1048.748149126762
CHEK1.127	CHEK1	2278.677218142507	2206.2154749798433	2226.4852000056203	2162.479171105524	2247.6864743857027	1973.967566226375	2069.746655232402	2199.4640056394146	1867.5964096836924	1730.3164115028555	1432.6860513182594	2443.1671022383366
DNMT3L.620	DNMT3L	1658.0044634762803	1519.7819919819763	1616.0681530612787	1549.2862910311	1528.740068989858	1333.761869071875	1204.3394838852296	1344.1893241341056	966.0435269258846	1002.6555530356638	1098.610455543363	782.0268497557645
CDY2A.406	CDY2A	1844.7555578006318	1570.4137241015287	1405.2766548358945	1412.4909922336929	1129.3253993254996	1217.3608332256022	981.7739319852387	1044.3216766551102	1320.0840020526734	651.8392760141561	623.226600430919	885.5147139117114
REST.3712	REST	1031.8390295652193	1015.1247275772566	920.0170599628748	881.2162271367858	1687.7227708366515	1231.9109627063863	899.3004026009781	1548.8815878480286	1503.0268497947686	1255.0169394092	2246.2295559436793	1622.7323853731484
PADI3.2498	PADI3	1426.5272667297102	1391.9576190899913	1403.0809100627134	1736.982166125217	1214.6904953910193	1488.9632502002387	1991.7922233486488	1531.9325469035637	1234.5351883603266	2637.912070119788	1993.8350349303712	1846.7782768447862
DDX50.786	DDX50	1041.2550511277918	1124.6884757703865	1260.357499805943	1214.455937579307	1022.0316547293876	1290.1114806295227	1283.4236901441095	1241.1913060869724	1068.7021033567007	1574.1465849577971	1193.3605022668055	1572.5887810914007
TDRD5.59	TDRD5	2501.523061790053	2667.7112628236328	2670.0256441881997	2923.6018510422605	3316.708090252074	2588.306366526148	2939.672924080082	3670.1192506668353	2832.32380101431	4083.0487983664502	4067.717523127099	3409.765091158831
HIF1AN.3523	HIF1AN	783.0991266206	842.4788213335368	885.9830159785679	1083.2278893143523	1192.761846860427	999.1088910138409	912.8576951025004	1178.6102318304863	1039.7471202608294	1378.368469071601	1451.4726985134248	1054.0825751141817
RING1.510	RING1	510.81916976954966	577.6997632001395	576.3830029600349	636.2572037088706	556.8310394732525	405.7869444085341	232.73352127613254	696.2144511034068	451.43450917653735	449.27116766947915	485.1855840838347	329.6675260225528
SMARCA4.3062	SMARCA4	229.90785981947474	239.87820627132228	225.06383925106124	109.75436763978018	203.62316492692779	142.267932701	170.5959306441554	328.5506398465515	225.05918679063524	83.74324032126312	145.39231307562724	104.55474935343099
MORF4L2.1117	MORF4L2	1173.8640214673524	1311.4448647359488	1333.9149497075093	1160.3740752640529	1845.9223066644954	1311.1283343239886	1553.4397657994284	1672.7399639806572	1446.433019198293	1742.7647310100701	1478.4274531847489	1585.3914034612087
NCOR2.615	NCOR2	1909.8830402750905	2407.0823466672477	2358.2298863964857	2098.0581292300008	1784.835357186417	2024.084678882409	2328.4649871364522	2079.516946647816	2504.606037792859	2722.786975850798	2182.5183176296405	2620.2700450206785
SHPRH.3468	SHPRH	485.70977893602344	368.5326075587097	519.2936388573266	213.94148474710775	231.81714160911778	253.81892538701138	245.16103940252796	190.35076753014494	213.2139664332334	122.21986425265428	25.321133176092385	118.42425692072285
PHF19.337	PHF19	801.9311697457447	1071.5666584646265	930.9957838287802	1186.6196849170437	1137.9402255339464	759.8400951076136	856.3689763461575	1402.8590812495613	833.1138318039305	894.0156736999711	972.821600410517	863.1101247645477
TFPT.132	TFPT	1062.4410996435795	1020.9349263450741	970.5191897460397	1155.6021462362362	1305.537753589187	1212.5107900653409	1324.0955676486765	1292.0384289203673	1038.4309846655626	989.0755681187022	1181.9251518001831	1367.7468231744747
GTF3C4.1890	GTF3C4	2577.6359027541794	2971.5016555409475	2777.617138074073	3085.8474379880226	3536.7777415769456	2940.7428361718066	2433.53400402325	2917.84258720866	2266.3854950495547	2695.627006016875	3935.394182013326	3123.839858233122
HIRIP3.238	HIRIP3	405.67359565415853	344.4617840920372	498.4340635121064	470.0350092399282	348.50887843262643	418.7203928358977	590.8719981913462	521.5089521373834	868.649492876136	420.97953242580917	598.7222780024425	566.5160398639986
ACTR3B.714	ACTR3B	1716.0699297788099	1736.4194031820284	1534.8255964535786	1774.362276843113	2037.0148152882275	1670.0315281833296	1851.7002008329187	1737.92858299783	1721.5053586090696	1881.9595764089265	2220.091612019971	2034.5500716019683
SF3B1.61	SF3B1	429.99831802413706	263.1190013425923	439.14895463621707	111.34501064905237	90.06409217921806	126.10112216679545	5.648871875634285	162.9715475429323	94.76176285921484	113.16654097467989	46.55821261410535	112.02294573581892
SMARCE1.2043	SMARCE1	1347.275751911393	1473.3004018394363	1484.3234666704136	1691.6488403609599	1570.247867994193	1534.2303196960113	1538.7526989227792	1375.4798612623485	1458.2782395556949	1757.4763813367786	1761.0439718598445	1426.4255090360941
HNRNPA0.2661	HNRNPA0	640.2894662549194	583.509961967957	522.5872560170983	588.5379134307053	956.2457091376109	622.422205566875	991.9419013613804	808.3388758129443	922.6110522820778	620.1526445412458	1105.961752271906	980.4674964877865
RAG2.986	RAG2	1293.9182963901496	973.6233078071317	990.2808927046694	1036.3039205408231	1172.3995303677343	1073.4762194711818	932.063859479657	1547.5778154676852	918.6626454962772	1115.8220940103436	1130.4660747003825	871.6452063444195
CHAF1A.3080	CHAF1A	311.51338002843505	226.5977519448823	432.5617203166738	159.06430092721766	145.66887952464833	148.7346569146818	83.60330375938742	44.32826093167759	68.43905095387738	131.27318753062866	48.191834109337115	46.94294868929555
TAF6.828	TAF6	629.3041077652517	512.127519963342	542.3489589757281	234.61984386764604	271.75860857555364	291.0025896156818	173.98525376953597	396.34680362441134	119.76833916928543	83.74324032126312	98.017289713906	41.6085227018756
